sequence_number,rtt_ms,bytes_received,status
590,231.301,32,SUCCESS
591,,0,LOST
592,249.427,32,SUCCESS
593,211.365,32,SUCCESS
594,,0,LOST
595,265.877,32,SUCCESS
596,205.299,32,SUCCESS
597,223.182,32,SUCCESS
598,233.547,32,SUCCESS
599,231.235,32,SUCCESS
600,128.993,32,SUCCESS
601,186.498,32,SUCCESS
602,247.109,32,SUCCESS
603,203.965,32,SUCCESS
604,236.594,32,SUCCESS
605,,0,LOST
606,,0,LOST
607,230.745,32,SUCCESS
608,,0,LOST
609,236.166,32,SUCCESS
610,249.458,32,SUCCESS
611,251.993,32,SUCCESS
612,223.260,32,SUCCESS
613,252.808,32,SUCCESS
614,267.914,32,SUCCESS
615,205.793,32,SUCCESS
616,,0,LOST
617,230.424,32,SUCCESS
618,233.299,32,SUCCESS
619,235.339,32,SUCCESS
620,247.272,32,SUCCESS
621,264.504,32,SUCCESS
622,217.422,32,SUCCESS
623,248.253,32,SUCCESS
624,266.296,32,SUCCESS
625,207.571,32,SUCCESS
626,223.306,32,SUCCESS
627,233.061,32,SUCCESS
628,233.078,32,SUCCESS
629,250.203,32,SUCCESS
630,236.035,32,SUCCESS
631,252.810,32,SUCCESS
632,,0,LOST
633,263.221,32,SUCCESS
634,267.449,32,SUCCESS
635,206.816,32,SUCCESS
636,223.115,32,SUCCESS
637,233.384,32,SUCCESS
638,247.576,32,SUCCESS
639,232.708,32,SUCCESS
640,239.460,32,SUCCESS
641,251.085,32,SUCCESS
642,197.591,32,SUCCESS
643,230.486,32,SUCCESS
644,256.940,32,SUCCESS
645,,0,LOST
646,221.478,32,SUCCESS
647,230.418,32,SUCCESS
648,231.645,32,SUCCESS
649,232.324,32,SUCCESS
650,45.143,32,SUCCESS
651,152.313,32,SUCCESS
652,36.380,32,SUCCESS
653,34.551,32,SUCCESS
654,35.539,32,SUCCESS
655,34.255,32,SUCCESS
656,36.567,32,SUCCESS
657,34.170,32,SUCCESS
658,35.040,32,SUCCESS
659,35.662,32,SUCCESS
660,,0,LOST
661,71.025,32,SUCCESS
662,59.579,32,SUCCESS
663,58.952,32,SUCCESS
664,58.296,32,SUCCESS
665,59.078,32,SUCCESS
666,59.818,32,SUCCESS
667,60.512,32,SUCCESS
668,59.205,32,SUCCESS
669,59.413,32,SUCCESS
670,37.627,32,SUCCESS
671,44.446,32,SUCCESS
672,42.967,32,SUCCESS
673,42.112,32,SUCCESS
674,43.886,32,SUCCESS
675,45.535,32,SUCCESS
676,42.953,32,SUCCESS
677,44.301,32,SUCCESS
678,44.632,32,SUCCESS
679,46.638,32,SUCCESS
680,42.354,32,SUCCESS
681,43.768,32,SUCCESS
682,43.980,32,SUCCESS
683,43.655,32,SUCCESS
684,43.617,32,SUCCESS
685,43.480,32,SUCCESS
686,46.011,32,SUCCESS
687,33.815,32,SUCCESS
688,34.910,32,SUCCESS
689,36.156,32,SUCCESS
690,34.785,32,SUCCESS
691,35.790,32,SUCCESS
692,36.119,32,SUCCESS
693,37.472,32,SUCCESS
694,34.190,32,SUCCESS
695,35.256,32,SUCCESS
696,33.565,32,SUCCESS
697,35.094,32,SUCCESS
698,34.587,32,SUCCESS
699,55.559,32,SUCCESS
700,34.327,32,SUCCESS
701,35.460,32,SUCCESS
702,35.995,32,SUCCESS
703,33.868,32,SUCCESS
704,34.305,32,SUCCESS
705,35.694,32,SUCCESS
706,,0,LOST
707,34.087,32,SUCCESS
708,34.635,32,SUCCESS
709,34.878,32,SUCCESS
710,,0,LOST
711,34.145,32,SUCCESS
712,35.510,32,SUCCESS
713,34.914,32,SUCCESS
714,,0,LOST
715,35.517,32,SUCCESS
716,34.179,32,SUCCESS
717,35.815,32,SUCCESS
718,33.608,32,SUCCESS
719,64.360,32,SUCCESS
720,,0,LOST
721,,0,LOST
722,35.820,32,SUCCESS
723,35.153,32,SUCCESS
724,35.312,32,SUCCESS
725,35.719,32,SUCCESS
726,35.060,32,SUCCESS
727,34.137,32,SUCCESS
728,35.379,32,SUCCESS
729,,0,LOST
730,35.685,32,SUCCESS
731,37.055,32,SUCCESS
732,34.392,32,SUCCESS
733,35.553,32,SUCCESS
734,36.015,32,SUCCESS
735,34.149,32,SUCCESS
736,35.558,32,SUCCESS
737,,0,LOST
738,33.139,32,SUCCESS
739,,0,LOST
740,35.673,32,SUCCESS
741,34.117,32,SUCCESS
742,51.359,32,SUCCESS
743,34.049,32,SUCCESS
744,34.233,32,SUCCESS
745,34.334,32,SUCCESS
746,35.338,32,SUCCESS
747,64.956,32,SUCCESS
748,34.087,32,SUCCESS
749,35.377,32,SUCCESS
750,34.350,32,SUCCESS
751,34.272,32,SUCCESS
752,35.036,32,SUCCESS
753,34.872,32,SUCCESS
754,36.045,32,SUCCESS
755,34.949,32,SUCCESS
756,34.716,32,SUCCESS
757,34.381,32,SUCCESS
758,65.250,32,SUCCESS
759,36.109,32,SUCCESS
760,36.168,32,SUCCESS
761,34.864,32,SUCCESS
762,,0,LOST
763,35.377,32,SUCCESS
764,34.575,32,SUCCESS
765,35.208,32,SUCCESS
766,33.443,32,SUCCESS
767,35.266,32,SUCCESS
768,,0,LOST
769,,0,LOST
770,34.674,32,SUCCESS
771,33.532,32,SUCCESS
772,34.842,32,SUCCESS
773,34.563,32,SUCCESS
774,34.157,32,SUCCESS
775,34.467,32,SUCCESS
776,33.681,32,SUCCESS
777,35.665,32,SUCCESS
778,35.119,32,SUCCESS
779,,0,LOST
780,33.560,32,SUCCESS
781,35.351,32,SUCCESS
782,35.927,32,SUCCESS
783,32.936,32,SUCCESS
784,34.309,32,SUCCESS
785,42.811,32,SUCCESS
786,33.951,32,SUCCESS
787,35.755,32,SUCCESS
788,36.207,32,SUCCESS
789,34.970,32,SUCCESS
790,35.304,32,SUCCESS
791,34.479,32,SUCCESS
792,36.511,32,SUCCESS
793,,0,LOST
794,34.304,32,SUCCESS
795,,0,LOST
796,,0,LOST
797,35.234,32,SUCCESS
798,,0,LOST
799,35.865,32,SUCCESS
800,34.488,32,SUCCESS
801,34.243,32,SUCCESS
802,34.736,32,SUCCESS
803,34.600,32,SUCCESS
804,35.853,32,SUCCESS
805,36.251,32,SUCCESS
806,33.555,32,SUCCESS
807,35.787,32,SUCCESS
808,36.628,32,SUCCESS
809,34.119,32,SUCCESS
810,34.727,32,SUCCESS
811,36.038,32,SUCCESS
812,34.697,32,SUCCESS
813,33.995,32,SUCCESS
814,35.608,32,SUCCESS
815,34.828,32,SUCCESS
816,35.214,32,SUCCESS
817,35.967,32,SUCCESS
818,33.205,32,SUCCESS
819,,0,LOST
820,35.743,32,SUCCESS
821,36.108,32,SUCCESS
822,35.839,32,SUCCESS
823,35.867,32,SUCCESS
824,34.160,32,SUCCESS
825,35.693,32,SUCCESS
826,34.212,32,SUCCESS
827,,0,LOST
828,35.766,32,SUCCESS
829,36.031,32,SUCCESS
830,35.404,32,SUCCESS
831,35.765,32,SUCCESS
832,35.180,32,SUCCESS
833,37.757,32,SUCCESS
834,35.686,32,SUCCESS
835,35.069,32,SUCCESS
836,34.141,32,SUCCESS
837,34.367,32,SUCCESS
838,36.675,32,SUCCESS
839,35.814,32,SUCCESS
840,34.112,32,SUCCESS
841,34.453,32,SUCCESS
842,34.737,32,SUCCESS
843,34.570,32,SUCCESS
844,34.031,32,SUCCESS
845,33.119,32,SUCCESS
846,34.126,32,SUCCESS
847,35.221,32,SUCCESS
848,36.183,32,SUCCESS
849,35.760,32,SUCCESS
850,,0,LOST
851,35.455,32,SUCCESS
852,34.615,32,SUCCESS
853,33.426,32,SUCCESS
854,36.183,32,SUCCESS
855,36.003,32,SUCCESS
856,34.532,32,SUCCESS
857,34.550,32,SUCCESS
858,35.408,32,SUCCESS
859,49.420,32,SUCCESS
860,,0,LOST
861,34.595,32,SUCCESS
862,34.815,32,SUCCESS
863,35.393,32,SUCCESS
864,33.584,32,SUCCESS
865,36.972,32,SUCCESS
866,35.575,32,SUCCESS
867,34.374,32,SUCCESS
868,36.642,32,SUCCESS
869,34.778,32,SUCCESS
870,35.422,32,SUCCESS
871,34.714,32,SUCCESS
872,34.356,32,SUCCESS
873,35.959,32,SUCCESS
874,34.102,32,SUCCESS
875,35.341,32,SUCCESS
876,35.563,32,SUCCESS
877,65.944,32,SUCCESS
878,35.134,32,SUCCESS
879,35.012,32,SUCCESS
880,35.836,32,SUCCESS
881,33.326,32,SUCCESS
882,34.831,32,SUCCESS
883,34.334,32,SUCCESS
884,35.662,32,SUCCESS
885,34.473,32,SUCCESS
886,34.146,32,SUCCESS
887,36.126,32,SUCCESS
888,35.971,32,SUCCESS
889,35.262,32,SUCCESS
890,35.717,32,SUCCESS
891,34.272,32,SUCCESS
892,39.176,32,SUCCESS
893,34.131,32,SUCCESS
894,34.224,32,SUCCESS
895,36.164,32,SUCCESS
896,56.114,32,SUCCESS
897,35.727,32,SUCCESS
898,36.111,32,SUCCESS
899,34.558,32,SUCCESS
900,34.506,32,SUCCESS
901,35.746,32,SUCCESS
902,35.647,32,SUCCESS
903,36.488,32,SUCCESS
904,35.534,32,SUCCESS
905,34.125,32,SUCCESS
906,34.478,32,SUCCESS
907,,0,LOST
908,43.601,32,SUCCESS
909,35.712,32,SUCCESS
910,,0,LOST
911,35.557,32,SUCCESS
912,34.187,32,SUCCESS
913,34.038,32,SUCCESS
914,36.075,32,SUCCESS
915,36.763,32,SUCCESS
916,40.006,32,SUCCESS
917,34.064,32,SUCCESS
918,35.819,32,SUCCESS
919,34.472,32,SUCCESS
920,35.469,32,SUCCESS
921,34.480,32,SUCCESS
922,36.252,32,SUCCESS
923,,0,LOST
924,35.771,32,SUCCESS
925,,0,LOST
926,34.648,32,SUCCESS
927,34.876,32,SUCCESS
928,,0,LOST
929,36.664,32,SUCCESS
930,35.532,32,SUCCESS
931,33.557,32,SUCCESS
932,33.835,32,SUCCESS
933,34.577,32,SUCCESS
934,,0,LOST
935,34.767,32,SUCCESS
936,35.594,32,SUCCESS
937,34.946,32,SUCCESS
938,35.801,32,SUCCESS
939,36.093,32,SUCCESS
940,35.610,32,SUCCESS
941,35.045,32,SUCCESS
942,,0,LOST
943,35.207,32,SUCCESS
944,36.128,32,SUCCESS
945,34.891,32,SUCCESS
946,35.122,32,SUCCESS
947,35.845,32,SUCCESS
948,34.066,32,SUCCESS
949,35.413,32,SUCCESS
950,34.386,32,SUCCESS
951,34.204,32,SUCCESS
952,35.293,32,SUCCESS
953,35.455,32,SUCCESS
954,36.028,32,SUCCESS
955,34.201,32,SUCCESS
956,33.856,32,SUCCESS
957,35.595,32,SUCCESS
958,,0,LOST
959,,0,LOST
960,34.093,32,SUCCESS
961,35.482,32,SUCCESS
962,35.682,32,SUCCESS
963,34.278,32,SUCCESS
964,36.544,32,SUCCESS
965,33.854,32,SUCCESS
966,,0,LOST
967,35.010,32,SUCCESS
968,35.011,32,SUCCESS
