sequence_number,rtt_ms,bytes_received,status
897,0.216,1400,SUCCESS
898,0.163,28,SUCCESS
899,0.236,1400,SUCCESS
900,0.153,28,SUCCESS
901,0.205,1400,SUCCESS
902,0.161,28,SUCCESS
903,0.205,1400,SUCCESS
904,0.151,28,SUCCESS
905,0.205,1400,SUCCESS
906,0.150,28,SUCCESS
907,0.204,1400,SUCCESS
908,0.151,28,SUCCESS
909,0.214,1400,SUCCESS
910,0.167,28,SUCCESS
911,0.210,1400,SUCCESS
912,0.170,28,SUCCESS
913,0.248,1400,SUCCESS
914,0.183,28,SUCCESS
915,0.222,1400,SUCCESS
916,0.171,28,SUCCESS
917,0.223,1400,SUCCESS
918,0.178,28,SUCCESS
919,0.265,1400,SUCCESS
920,0.184,28,SUCCESS
921,0.206,1400,SUCCESS
922,0.219,28,SUCCESS
923,0.229,1400,SUCCESS
924,0.255,28,SUCCESS
925,0.316,1400,SUCCESS
926,0.264,28,SUCCESS
927,0.308,1400,SUCCESS
928,0.263,28,SUCCESS
929,0.255,1400,SUCCESS
930,0.250,28,SUCCESS
931,0.246,1400,SUCCESS
932,0.161,28,SUCCESS
933,0.210,1400,SUCCESS
934,0.165,28,SUCCESS
935,0.211,1400,SUCCESS
936,0.166,28,SUCCESS
937,0.209,1400,SUCCESS
938,0.153,28,SUCCESS
939,0.210,1400,SUCCESS
940,0.157,28,SUCCESS
941,0.212,1400,SUCCESS
942,0.156,28,SUCCESS
943,0.210,1400,SUCCESS
944,0.159,28,SUCCESS
945,0.210,1400,SUCCESS
946,0.172,28,SUCCESS
947,0.211,1400,SUCCESS
948,0.167,28,SUCCESS
949,0.205,1400,SUCCESS
950,0.156,28,SUCCESS
951,0.216,1400,SUCCESS
952,0.317,28,SUCCESS
953,0.271,1400,SUCCESS
954,0.275,28,SUCCESS
955,0.344,1400,SUCCESS
956,0.259,28,SUCCESS
957,0.287,1400,SUCCESS
958,0.206,28,SUCCESS
959,0.245,1400,SUCCESS
960,0.169,28,SUCCESS
961,0.215,1400,SUCCESS
962,0.152,28,SUCCESS
963,0.196,1400,SUCCESS
964,0.147,28,SUCCESS
965,0.202,1400,SUCCESS
966,0.153,28,SUCCESS
967,0.196,1400,SUCCESS
968,0.150,28,SUCCESS
969,0.210,1400,SUCCESS
970,0.153,28,SUCCESS
971,0.264,1400,SUCCESS
972,0.163,28,SUCCESS
973,0.199,1400,SUCCESS
974,0.178,28,SUCCESS
975,0.227,1400,SUCCESS
976,0.174,28,SUCCESS
977,0.267,1400,SUCCESS
978,0.216,28,SUCCESS
979,0.254,1400,SUCCESS
980,0.254,28,SUCCESS
981,0.206,1400,SUCCESS
982,0.170,28,SUCCESS
983,0.201,1400,SUCCESS
984,0.153,28,SUCCESS
985,0.199,1400,SUCCESS
986,0.147,28,SUCCESS
987,0.204,1400,SUCCESS
988,0.158,28,SUCCESS
989,0.206,1400,SUCCESS
990,0.155,28,SUCCESS
991,0.212,1400,SUCCESS
992,0.159,28,SUCCESS
993,0.216,1400,SUCCESS
994,0.171,28,SUCCESS
995,0.215,1400,SUCCESS
996,0.168,28,SUCCESS
997,0.231,1400,SUCCESS
998,0.172,28,SUCCESS
999,0.223,1400,SUCCESS
1000,0.174,28,SUCCESS
1001,0.214,1400,SUCCESS
1002,0.171,28,SUCCESS
1003,0.216,1400,SUCCESS
1004,0.170,28,SUCCESS
1005,0.215,1400,SUCCESS
1006,0.173,28,SUCCESS
1007,0.221,1400,SUCCESS
1008,0.171,28,SUCCESS
1009,0.221,1400,SUCCESS
1010,0.173,28,SUCCESS
1011,0.218,1400,SUCCESS
1012,0.174,28,SUCCESS
1013,0.229,1400,SUCCESS
1014,0.170,28,SUCCESS
1015,0.225,1400,SUCCESS
1016,0.172,28,SUCCESS
1017,0.220,1400,SUCCESS
1018,0.171,28,SUCCESS
1019,0.219,1400,SUCCESS
1020,0.171,28,SUCCESS
1021,0.221,1400,SUCCESS
1022,0.170,28,SUCCESS
1023,0.218,1400,SUCCESS
1024,0.172,28,SUCCESS
1025,0.221,1400,SUCCESS
1026,0.171,28,SUCCESS
1027,0.234,1400,SUCCESS
1028,0.172,28,SUCCESS
1029,0.223,1400,SUCCESS
1030,0.171,28,SUCCESS
1031,0.223,1400,SUCCESS
1032,0.172,28,SUCCESS
1033,0.218,1400,SUCCESS
1034,0.171,28,SUCCESS
1035,0.222,1400,SUCCESS
1036,0.178,28,SUCCESS
1037,0.219,1400,SUCCESS
1038,0.171,28,SUCCESS
1039,0.229,1400,SUCCESS
1040,0.176,28,SUCCESS
1041,0.221,1400,SUCCESS
1042,0.175,28,SUCCESS
1043,0.209,1400,SUCCESS
1044,0.175,28,SUCCESS
1045,0.209,1400,SUCCESS
1046,0.184,28,SUCCESS
1047,0.218,1400,SUCCESS
1048,0.170,28,SUCCESS
1049,0.210,1400,SUCCESS
1050,0.171,28,SUCCESS
1051,0.209,1400,SUCCESS
1052,0.178,28,SUCCESS
1053,0.216,1400,SUCCESS
1054,0.169,28,SUCCESS
1055,0.212,1400,SUCCESS
1056,0.171,28,SUCCESS
1057,0.211,1400,SUCCESS
1058,0.170,28,SUCCESS
1059,0.209,1400,SUCCESS
1060,0.170,28,SUCCESS
1061,0.209,1400,SUCCESS
1062,0.169,28,SUCCESS
1063,0.209,1400,SUCCESS
1064,0.177,28,SUCCESS
1065,0.208,1400,SUCCESS
1066,0.184,28,SUCCESS
1067,0.225,1400,SUCCESS
1068,0.184,28,SUCCESS
1069,0.219,1400,SUCCESS
1070,0.169,28,SUCCESS
1071,0.225,1400,SUCCESS
1072,0.257,28,SUCCESS
1073,0.298,1400,SUCCESS
1074,0.302,28,SUCCESS
1075,0.297,1400,SUCCESS
1076,0.239,28,SUCCESS
1077,0.241,1400,SUCCESS
1078,0.181,28,SUCCESS
1079,0.221,1400,SUCCESS
1080,0.171,28,SUCCESS
1081,0.219,1400,SUCCESS
1082,0.184,28,SUCCESS
1083,0.220,1400,SUCCESS
1084,0.173,28,SUCCESS
1085,0.220,1400,SUCCESS
1086,0.170,28,SUCCESS
1087,0.222,1400,SUCCESS
1088,0.198,28,SUCCESS
1089,0.219,1400,SUCCESS
1090,0.170,28,SUCCESS
1091,0.221,1400,SUCCESS
1092,0.173,28,SUCCESS
1093,0.222,1400,SUCCESS
1094,0.167,28,SUCCESS
1095,0.221,1400,SUCCESS
1096,0.170,28,SUCCESS
1097,0.227,1400,SUCCESS
1098,0.205,28,SUCCESS
1099,0.237,1400,SUCCESS
1100,0.176,28,SUCCESS
1101,0.226,1400,SUCCESS
1102,0.268,28,SUCCESS
1103,0.325,1400,SUCCESS
1104,0.283,28,SUCCESS
1105,0.317,1400,SUCCESS
1106,0.263,28,SUCCESS
1107,0.311,1400,SUCCESS
1108,0.280,28,SUCCESS
1109,0.247,1400,SUCCESS
1110,0.158,28,SUCCESS
1111,0.204,1400,SUCCESS
1112,0.148,28,SUCCESS
1113,0.211,1400,SUCCESS
1114,0.150,28,SUCCESS
1115,0.210,1400,SUCCESS
1116,0.172,28,SUCCESS
1117,0.202,1400,SUCCESS
1118,0.163,28,SUCCESS
1119,0.218,1400,SUCCESS
1120,0.147,28,SUCCESS
1121,0.205,1400,SUCCESS
1122,0.147,28,SUCCESS
1123,0.210,1400,SUCCESS
1124,0.251,28,SUCCESS
1125,0.238,1400,SUCCESS
1126,0.169,28,SUCCESS
1127,0.229,1400,SUCCESS
1128,0.169,28,SUCCESS
1129,0.204,1400,SUCCESS
1130,0.147,28,SUCCESS
1131,0.201,1400,SUCCESS
1132,0.146,28,SUCCESS
1133,0.200,1400,SUCCESS
1134,0.147,28,SUCCESS
1135,0.200,1400,SUCCESS
1136,0.139,28,SUCCESS
1137,0.193,1400,SUCCESS
1138,0.145,28,SUCCESS
1139,0.189,1400,SUCCESS
1140,0.145,28,SUCCESS
1141,0.196,1400,SUCCESS
1142,0.144,28,SUCCESS
1143,0.193,1400,SUCCESS
1144,0.150,28,SUCCESS
1145,0.194,1400,SUCCESS
1146,0.143,28,SUCCESS
1147,0.195,1400,SUCCESS
1148,0.144,28,SUCCESS
1149,0.193,1400,SUCCESS
1150,0.167,28,SUCCESS
1151,0.207,1400,SUCCESS
1152,0.150,28,SUCCESS
1153,0.199,1400,SUCCESS
1154,0.150,28,SUCCESS
1155,0.200,1400,SUCCESS
1156,0.161,28,SUCCESS
1157,0.216,1400,SUCCESS
1158,0.152,28,SUCCESS
1159,0.202,1400,SUCCESS
1160,0.146,28,SUCCESS
1161,0.202,1400,SUCCESS
1162,0.157,28,SUCCESS
1163,0.202,1400,SUCCESS
1164,0.147,28,SUCCESS
1165,0.204,1400,SUCCESS
1166,0.147,28,SUCCESS
1167,0.202,1400,SUCCESS
1168,0.148,28,SUCCESS
1169,0.202,1400,SUCCESS
1170,0.146,28,SUCCESS
1171,0.204,1400,SUCCESS
1172,0.146,28,SUCCESS
1173,0.201,1400,SUCCESS
1174,0.147,28,SUCCESS
1175,0.221,1400,SUCCESS
1176,0.148,28,SUCCESS
1177,0.203,1400,SUCCESS
1178,0.146,28,SUCCESS
1179,0.204,1400,SUCCESS
1180,0.148,28,SUCCESS
1181,0.208,1400,SUCCESS
1182,0.147,28,SUCCESS
1183,0.209,1400,SUCCESS
1184,0.147,28,SUCCESS
1185,0.201,1400,SUCCESS
1186,0.146,28,SUCCESS
1187,0.200,1400,SUCCESS
1188,0.146,28,SUCCESS
1189,0.202,1400,SUCCESS
1190,0.151,28,SUCCESS
1191,0.201,1400,SUCCESS
1192,0.150,28,SUCCESS
1193,0.213,1400,SUCCESS
1194,0.146,28,SUCCESS
1195,0.200,1400,SUCCESS
1196,0.148,28,SUCCESS
1197,0.201,1400,SUCCESS
1198,0.147,28,SUCCESS
1199,0.202,1400,SUCCESS
