sequence_number,rtt_ms,bytes_received,status
906,51.683,28,SUCCESS
907,31.942,1400,SUCCESS
908,30.710,28,SUCCESS
909,32.309,1400,SUCCESS
910,32.187,28,SUCCESS
911,30.653,1400,SUCCESS
912,31.346,28,SUCCESS
913,32.155,1400,SUCCESS
914,31.143,28,SUCCESS
915,33.643,1400,SUCCESS
916,,0,LOST
917,32.218,1400,SUCCESS
918,30.052,28,SUCCESS
919,32.578,1400,SUCCESS
920,,0,LOST
921,33.414,1400,SUCCESS
922,31.056,28,SUCCESS
923,31.895,1400,SUCCESS
924,32.096,28,SUCCESS
925,31.834,1400,SUCCESS
926,31.928,28,SUCCESS
927,32.033,1400,SUCCESS
928,33.188,28,SUCCESS
929,33.975,1400,SUCCESS
930,31.509,28,SUCCESS
931,31.964,1400,SUCCESS
932,31.810,28,SUCCESS
933,32.605,1400,SUCCESS
