sequence_number,rtt_ms,bytes_received,status
557,65.851,1328,SUCCESS
558,63.914,29,SUCCESS
559,64.002,1328,SUCCESS
560,,0,LOST
561,63.345,1328,SUCCESS
562,62.957,29,SUCCESS
563,64.922,1328,SUCCESS
564,63.691,29,SUCCESS
565,66.889,1328,SUCCESS
566,63.518,29,SUCCESS
567,63.368,1328,SUCCESS
568,78.147,29,SUCCESS
569,65.918,1328,SUCCESS
570,65.117,29,SUCCESS
571,63.584,1328,SUCCESS
572,61.005,29,SUCCESS
573,64.949,1328,SUCCESS
574,63.988,29,SUCCESS
575,65.641,1328,SUCCESS
576,61.549,29,SUCCESS
577,74.754,1328,SUCCESS
578,62.883,29,SUCCESS
579,64.167,1328,SUCCESS
580,91.700,29,SUCCESS
581,63.547,1328,SUCCESS
582,93.886,29,SUCCESS
583,62.984,1328,SUCCESS
584,62.970,29,SUCCESS
585,64.919,1328,SUCCESS
586,63.074,29,SUCCESS
587,64.522,1328,SUCCESS
588,61.833,29,SUCCESS
589,,0,LOST
590,71.408,29,SUCCESS
591,64.352,1328,SUCCESS
592,61.341,29,SUCCESS
593,65.870,1328,SUCCESS
594,65.873,29,SUCCESS
595,,0,LOST
596,63.849,29,SUCCESS
597,62.419,1328,SUCCESS
598,62.754,29,SUCCESS
599,64.125,1328,SUCCESS
600,61.328,29,SUCCESS
601,65.567,1328,SUCCESS
602,61.323,29,SUCCESS
603,61.620,1328,SUCCESS
604,,0,LOST
605,62.676,1328,SUCCESS
606,62.911,29,SUCCESS
607,63.532,1328,SUCCESS
608,64.632,29,SUCCESS
609,65.434,1328,SUCCESS
610,63.570,29,SUCCESS
611,65.275,1328,SUCCESS
612,62.891,29,SUCCESS
613,64.796,1328,SUCCESS
614,63.330,29,SUCCESS
615,64.067,1328,SUCCESS
616,63.795,29,SUCCESS
617,65.959,1328,SUCCESS
618,,0,LOST
619,63.665,1328,SUCCESS
620,64.260,29,SUCCESS
621,,0,LOST
622,63.509,29,SUCCESS
