sequence_number,rtt_ms,bytes_received,status
895,0.092,1328,SUCCESS
896,0.087,29,SUCCESS
897,0.095,1328,SUCCESS
898,0.088,29,SUCCESS
899,0.091,1328,SUCCESS
900,0.086,29,SUCCESS
901,0.089,1328,SUCCESS
902,0.082,29,SUCCESS
903,0.089,1328,SUCCESS
904,0.086,29,SUCCESS
905,0.088,1328,SUCCESS
906,0.090,29,SUCCESS
907,0.089,1328,SUCCESS
908,0.083,29,SUCCESS
909,0.093,1328,SUCCESS
910,0.086,29,SUCCESS
911,0.099,1328,SUCCESS
912,0.084,29,SUCCESS
913,0.091,1328,SUCCESS
914,0.084,29,SUCCESS
915,0.086,1328,SUCCESS
916,0.081,29,SUCCESS
917,0.091,1328,SUCCESS
918,0.082,29,SUCCESS
919,0.087,1328,SUCCESS
920,0.084,29,SUCCESS
921,0.087,1328,SUCCESS
922,0.086,29,SUCCESS
923,0.090,1328,SUCCESS
924,0.084,29,SUCCESS
925,0.088,1328,SUCCESS
926,0.082,29,SUCCESS
927,0.091,1328,SUCCESS
928,0.089,29,SUCCESS
929,0.094,1328,SUCCESS
930,0.084,29,SUCCESS
931,0.090,1328,SUCCESS
932,0.086,29,SUCCESS
933,0.092,1328,SUCCESS
934,0.087,29,SUCCESS
935,0.092,1328,SUCCESS
936,0.085,29,SUCCESS
937,0.088,1328,SUCCESS
938,0.086,29,SUCCESS
939,0.089,1328,SUCCESS
940,0.082,29,SUCCESS
941,0.088,1328,SUCCESS
942,0.082,29,SUCCESS
943,0.094,1328,SUCCESS
944,0.087,29,SUCCESS
945,0.094,1328,SUCCESS
946,0.085,29,SUCCESS
947,0.090,1328,SUCCESS
948,0.086,29,SUCCESS
949,0.095,1328,SUCCESS
950,0.086,29,SUCCESS
951,0.092,1328,SUCCESS
952,0.089,29,SUCCESS
953,0.091,1328,SUCCESS
954,0.085,29,SUCCESS
955,0.091,1328,SUCCESS
956,0.087,29,SUCCESS
957,0.092,1328,SUCCESS
958,0.081,29,SUCCESS
959,0.095,1328,SUCCESS
960,0.083,29,SUCCESS
961,0.089,1328,SUCCESS
962,0.084,29,SUCCESS
963,0.089,1328,SUCCESS
964,0.089,29,SUCCESS
965,0.089,1328,SUCCESS
966,0.082,29,SUCCESS
967,0.087,1328,SUCCESS
968,0.085,29,SUCCESS
969,0.086,1328,SUCCESS
970,0.084,29,SUCCESS
971,0.087,1328,SUCCESS
972,0.082,29,SUCCESS
973,0.087,1328,SUCCESS
974,0.082,29,SUCCESS
975,0.089,1328,SUCCESS
976,0.084,29,SUCCESS
977,0.090,1328,SUCCESS
978,0.083,29,SUCCESS
979,0.088,1328,SUCCESS
980,0.081,29,SUCCESS
981,0.090,1328,SUCCESS
982,0.084,29,SUCCESS
983,0.088,1328,SUCCESS
984,0.083,29,SUCCESS
985,0.088,1328,SUCCESS
986,0.085,29,SUCCESS
987,0.089,1328,SUCCESS
988,0.081,29,SUCCESS
989,0.088,1328,SUCCESS
990,0.083,29,SUCCESS
991,0.087,1328,SUCCESS
992,0.084,29,SUCCESS
993,0.091,1328,SUCCESS
994,0.084,29,SUCCESS
995,0.088,1328,SUCCESS
996,0.083,29,SUCCESS
997,0.088,1328,SUCCESS
998,0.083,29,SUCCESS
999,0.086,1328,SUCCESS
1000,0.085,29,SUCCESS
1001,0.086,1328,SUCCESS
1002,0.107,29,SUCCESS
1003,0.090,1328,SUCCESS
1004,0.085,29,SUCCESS
1005,0.086,1328,SUCCESS
1006,0.078,29,SUCCESS
1007,0.081,1328,SUCCESS
1008,0.084,29,SUCCESS
1009,0.091,1328,SUCCESS
1010,0.081,29,SUCCESS
1011,0.088,1328,SUCCESS
1012,0.082,29,SUCCESS
1013,0.105,1328,SUCCESS
1014,0.086,29,SUCCESS
1015,0.090,1328,SUCCESS
1016,0.083,29,SUCCESS
1017,0.083,1328,SUCCESS
1018,0.076,29,SUCCESS
1019,0.109,1328,SUCCESS
1020,0.083,29,SUCCESS
1021,0.087,1328,SUCCESS
1022,0.080,29,SUCCESS
1023,0.087,1328,SUCCESS
1024,0.086,29,SUCCESS
1025,0.089,1328,SUCCESS
1026,0.081,29,SUCCESS
1027,0.091,1328,SUCCESS
1028,0.086,29,SUCCESS
1029,0.091,1328,SUCCESS
1030,0.087,29,SUCCESS
1031,0.090,1328,SUCCESS
1032,0.087,29,SUCCESS
1033,0.088,1328,SUCCESS
1034,0.090,29,SUCCESS
1035,0.090,1328,SUCCESS
1036,0.085,29,SUCCESS
1037,0.086,1328,SUCCESS
1038,0.083,29,SUCCESS
1039,0.087,1328,SUCCESS
1040,0.084,29,SUCCESS
1041,0.091,1328,SUCCESS
1042,0.082,29,SUCCESS
1043,0.088,1328,SUCCESS
1044,0.091,29,SUCCESS
1045,0.103,1328,SUCCESS
1046,0.086,29,SUCCESS
1047,0.092,1328,SUCCESS
1048,0.089,29,SUCCESS
1049,0.091,1328,SUCCESS
1050,0.087,29,SUCCESS
1051,0.090,1328,SUCCESS
1052,0.087,29,SUCCESS
1053,0.090,1328,SUCCESS
1054,0.086,29,SUCCESS
1055,0.096,1328,SUCCESS
1056,0.086,29,SUCCESS
1057,0.089,1328,SUCCESS
1058,0.087,29,SUCCESS
1059,0.091,1328,SUCCESS
1060,0.086,29,SUCCESS
1061,0.089,1328,SUCCESS
1062,0.085,29,SUCCESS
1063,0.092,1328,SUCCESS
1064,0.085,29,SUCCESS
1065,0.086,1328,SUCCESS
1066,0.090,29,SUCCESS
1067,0.087,1328,SUCCESS
1068,0.082,29,SUCCESS
1069,0.087,1328,SUCCESS
1070,0.082,29,SUCCESS
1071,0.087,1328,SUCCESS
1072,0.098,29,SUCCESS
1073,0.089,1328,SUCCESS
1074,0.083,29,SUCCESS
1075,0.087,1328,SUCCESS
1076,0.082,29,SUCCESS
1077,0.091,1328,SUCCESS
1078,0.093,29,SUCCESS
1079,0.091,1328,SUCCESS
1080,0.090,29,SUCCESS
1081,0.089,1328,SUCCESS
1082,0.086,29,SUCCESS
1083,0.091,1328,SUCCESS
1084,0.087,29,SUCCESS
1085,0.091,1328,SUCCESS
1086,0.084,29,SUCCESS
1087,0.096,1328,SUCCESS
1088,0.083,29,SUCCESS
1089,0.088,1328,SUCCESS
1090,0.082,29,SUCCESS
1091,0.089,1328,SUCCESS
1092,0.083,29,SUCCESS
1093,0.087,1328,SUCCESS
1094,0.082,29,SUCCESS
1095,0.087,1328,SUCCESS
1096,0.083,29,SUCCESS
1097,0.082,1328,SUCCESS
1098,0.078,29,SUCCESS
1099,0.080,1328,SUCCESS
1100,0.078,29,SUCCESS
1101,0.087,1328,SUCCESS
1102,0.082,29,SUCCESS
1103,0.088,1328,SUCCESS
1104,0.082,29,SUCCESS
1105,0.091,1328,SUCCESS
1106,0.084,29,SUCCESS
1107,0.100,1328,SUCCESS
1108,0.086,29,SUCCESS
1109,0.088,1328,SUCCESS
1110,0.077,29,SUCCESS
1111,0.096,1328,SUCCESS
1112,0.088,29,SUCCESS
1113,0.092,1328,SUCCESS
1114,0.092,29,SUCCESS
1115,0.093,1328,SUCCESS
1116,0.086,29,SUCCESS
1117,0.091,1328,SUCCESS
1118,0.081,29,SUCCESS
1119,0.087,1328,SUCCESS
1120,0.085,29,SUCCESS
1121,0.090,1328,SUCCESS
1122,0.082,29,SUCCESS
1123,0.086,1328,SUCCESS
1124,0.083,29,SUCCESS
1125,0.088,1328,SUCCESS
1126,0.084,29,SUCCESS
1127,0.088,1328,SUCCESS
1128,0.085,29,SUCCESS
1129,0.088,1328,SUCCESS
1130,0.101,29,SUCCESS
1131,0.093,1328,SUCCESS
1132,0.086,29,SUCCESS
1133,0.091,1328,SUCCESS
1134,0.084,29,SUCCESS
1135,0.091,1328,SUCCESS
1136,0.093,29,SUCCESS
1137,0.095,1328,SUCCESS
1138,0.086,29,SUCCESS
1139,0.094,1328,SUCCESS
1140,0.082,29,SUCCESS
1141,0.089,1328,SUCCESS
1142,0.084,29,SUCCESS
1143,0.088,1328,SUCCESS
1144,0.086,29,SUCCESS
1145,0.091,1328,SUCCESS
1146,0.087,29,SUCCESS
1147,0.091,1328,SUCCESS
1148,0.087,29,SUCCESS
1149,0.091,1328,SUCCESS
1150,0.080,29,SUCCESS
1151,0.086,1328,SUCCESS
1152,0.093,29,SUCCESS
1153,0.089,1328,SUCCESS
1154,0.083,29,SUCCESS
1155,0.090,1328,SUCCESS
1156,0.085,29,SUCCESS
1157,0.092,1328,SUCCESS
1158,0.082,29,SUCCESS
1159,0.088,1328,SUCCESS
1160,0.086,29,SUCCESS
1161,0.087,1328,SUCCESS
1162,0.092,29,SUCCESS
1163,0.087,1328,SUCCESS
1164,0.084,29,SUCCESS
1165,0.087,1328,SUCCESS
1166,0.082,29,SUCCESS
1167,0.086,1328,SUCCESS
1168,0.088,29,SUCCESS
1169,0.088,1328,SUCCESS
1170,0.082,29,SUCCESS
1171,0.086,1328,SUCCESS
1172,0.082,29,SUCCESS
1173,0.092,1328,SUCCESS
1174,0.084,29,SUCCESS
1175,0.087,1328,SUCCESS
1176,0.086,29,SUCCESS
1177,0.086,1328,SUCCESS
1178,0.089,29,SUCCESS
1179,0.088,1328,SUCCESS
1180,0.082,29,SUCCESS
1181,0.087,1328,SUCCESS
1182,0.085,29,SUCCESS
1183,0.087,1328,SUCCESS
1184,0.087,29,SUCCESS
1185,0.092,1328,SUCCESS
1186,0.083,29,SUCCESS
1187,0.088,1328,SUCCESS
1188,0.077,29,SUCCESS
1189,0.104,1328,SUCCESS
1190,0.086,29,SUCCESS
1191,0.087,1328,SUCCESS
1192,0.082,29,SUCCESS
1193,0.090,1328,SUCCESS
1194,0.081,29,SUCCESS
1195,0.089,1328,SUCCESS
1196,0.083,29,SUCCESS
1197,0.089,1328,SUCCESS
1198,0.083,29,SUCCESS
1199,0.091,1328,SUCCESS
